Date,Open,High,Low,Close,Adj Close,Volume
2008-02-07,16.690001,16.690001,16.0,16.389999,8.479236,163300.0
2008-02-08,16.700001,16.700001,16.25,16.6,8.587876,66161.0
2008-02-11,16.5,17.5,16.5,17.5,9.053483,220597.0
2008-02-12,17.110001,17.139999,16.950001,16.950001,8.768948,413010.0
2008-02-13,16.75,16.950001,16.200001,16.5,8.536143,570668.0
2008-02-14,16.75,17.5,16.5,16.5,8.536143,971806.0
2008-02-15,17.0,17.51,17.0,17.35,8.975883,109908.0
2008-02-18,17.75,18.75,17.5,18.5,9.570827,316124.0
2008-02-19,18.6,18.799999,18.6,18.780001,9.715683,101955.0
2008-02-20,18.9,19.0,18.5,18.5,9.570827,101545.0
2008-02-21,19.0,19.200001,18.4,18.4,9.519091,223086.0
2008-02-22,18.5,18.700001,17.110001,17.5,9.053483,98981.0
2008-02-25,17.85,17.85,17.549999,17.85,9.234555,56925.0
2008-02-26,18.0,18.1,17.370001,17.4,9.001751,435005.0
2008-02-27,17.25,17.25,17.129999,17.129999,8.862067,167771.0
2008-02-28,17.1,17.25,17.0,17.25,8.924149,518660.0
2008-02-29,18.690001,18.690001,17.5,18.25,9.441489,252019.0
2008-03-03,17.5,17.639999,17.35,17.530001,9.069005,52000.0
2008-03-04,17.75,18.0,17.700001,17.950001,9.286289,805984.0
2008-03-05,17.75,17.950001,17.700001,17.75,9.18282,370669.0
2008-03-06,17.690001,17.75,17.5,17.75,9.18282,468176.0
2008-03-07,17.799999,17.799999,17.25,17.549999,9.079352,135411.0
2008-03-10,18.25,18.59,17.15,17.9,9.260421,332848.0
2008-03-11,17.9,18.0,17.75,18.0,9.312156,237093.0
2008-03-12,18.0,18.0,18.0,18.0,9.312156,0.0
2008-03-13,18.1,18.0,17.450001,17.450001,9.027618,0.0
2008-03-14,17.5,17.5,17.5,17.5,9.053483,50003.0
2008-03-17,17.25,17.25,15.5,16.32,8.44302,1112308.0
2008-03-18,16.4,17.0,16.25,17.0,8.794814,141061.0
2008-03-19,17.24,17.24,16.700001,17.15,8.872416,208480.0
2008-03-20,16.700001,17.059999,16.700001,17.059999,8.825853,21100.0
2008-03-25,17.02,17.02,16.620001,17.0,8.794814,21332.0
2008-03-26,17.0,16.9,16.9,16.9,8.74308,0.0
2008-03-27,17.0,17.01,16.780001,16.780001,8.681,283586.0
2008-03-28,16.9,16.9,16.625,16.799999,8.691344,68000.0
2008-03-31,16.4,16.799999,16.4,16.5,8.536143,13300.0
2008-04-01,16.4,16.58,16.4,16.58,8.57753,2865.0
2008-04-02,16.799999,17.0,16.799999,16.950001,8.768948,371553.0
2008-04-03,16.950001,16.83,16.83,16.83,8.706865,0.0
2008-04-07,16.9,17.25,16.9,17.01,8.799987,8300.0
2008-04-08,16.9,17.0,16.9,16.9,8.74308,1316.0
2008-04-09,16.5,16.950001,16.5,16.950001,8.768948,11644.0
2008-04-10,17.0,17.209999,17.0,17.209999,8.903455,3000.0
2008-04-11,17.25,17.5,17.200001,17.32,8.960364,16500.0
2008-04-14,17.32,17.15,17.15,17.15,8.872416,0.0
2008-04-15,17.0,17.0,17.0,17.0,8.794814,1000.0
2008-04-16,17.01,17.1,17.01,17.1,8.846548,1104.0
2008-04-17,17.15,17.32,17.15,17.32,8.960364,375689.0
2008-04-18,17.25,17.25,17.129999,17.129999,8.862067,30500.0
2008-04-21,17.049999,17.049999,16.93,16.93,8.7586,21500.0
2008-04-22,17.0,17.0,16.879999,16.879999,8.732733,31350.0
2008-04-23,17.0,17.0,16.98,16.98,8.784466,239887.0
2008-04-24,17.0,17.0,16.58,16.58,8.57753,20000.0
2008-04-25,16.65,17.0,16.6,16.700001,8.639611,10000.0
2008-04-28,16.9,17.0,16.65,16.799999,8.691344,69350.0
2008-04-29,16.75,16.799999,16.43,16.43,8.499928,21819.0
2008-04-30,16.35,16.35,16.1,16.1,8.329206,25500.0
2008-05-01,16.25,16.75,16.25,16.75,8.665479,24500.0
2008-05-02,16.200001,16.200001,16.200001,16.200001,8.380939,2500.0
2008-05-06,16.0,16.889999,16.0,16.889999,8.737906,292126.0
2008-05-07,16.799999,17.0,16.5,16.790001,8.686172,253706.0
2008-05-08,16.700001,16.92,16.700001,16.92,8.753427,14000.0
2008-05-12,16.5,17.32,16.5,16.780001,8.681,212552.0
2008-05-13,17.0,17.01,16.75,16.75,8.665479,13839.0
2008-05-14,16.75,17.0,16.75,16.75,8.665479,18371.0
2008-05-15,16.84,17.35,16.5,16.9,8.74308,43910.0
2008-05-16,16.75,17.450001,16.75,17.42,9.012097,104877.0
2008-05-19,17.450001,17.5,17.23,17.23,8.913802,63295.0
2008-05-20,17.15,17.25,17.15,17.15,8.872416,165050.0
2008-05-21,17.6,17.6,16.059999,16.059999,8.308512,139714.0
2008-05-22,17.0,17.0,16.65,16.65,8.613745,241876.0
2008-05-23,16.66,16.85,16.66,16.66,8.618918,563807.0
2008-05-27,17.0,17.870001,17.0,17.870001,9.244901,2500.0
2008-05-29,17.4,17.700001,17.4,17.58,9.094873,299612.0
2008-05-30,17.700001,17.950001,17.200001,17.950001,9.286289,18447.0
2008-06-02,17.200001,17.6,17.200001,17.6,9.105219,10069.0
2008-06-03,17.049999,17.049999,16.9,17.0,8.794814,306597.0
2008-06-04,16.6,16.6,16.1,16.25,8.406808,115500.0
2008-06-05,16.01,16.360001,16.0,16.309999,8.437847,757063.0
2008-06-06,16.85,16.85,16.4,16.450001,8.510276,177745.0
2008-06-09,16.25,16.65,16.25,16.5,8.536143,98290.0
